CustomerID,Age,Gender,Tenure_Months,Monthly_Charges,Contract_Type,Internet_Service,Tech_Support,Payment_Method,Churn
9544,37,Female,70,13.79,Two Year,DSL,Yes,Bank Transfer,No
9545,18,Male,61,118.65,One Year,DSL,No,Bank Transfer,No
9546,38,Male,49,82.64,Month-to-Month,DSL,No,Credit Card,Yes
9547,66,Male,69,95.49,Two Year,DSL,No,Mailed Check,No
9548,62,Male,71,17.15,Two Year,Fiber Optic,Yes,Credit Card,No
9549,18,Female,24,11.63,One Year,Fiber Optic,Yes,Credit Card,Yes
9550,27,Male,51,76.03,Two Year,DSL,No,Electronic Check,No
9551,64,Male,42,89.62,Month-to-Month,DSL,Yes,Credit Card,Yes
9552,49,Male,19,53.44,One Year,Fiber Optic,No,Credit Card,Yes
9553,56,Female,62,52.65,Month-to-Month,DSL,No,Credit Card,Yes
9554,39,Male,67,52.29,One Year,Fiber Optic,Yes,Electronic Check,No
9555,35,Female,30,26.8,Two Year,Fiber Optic,No,Credit Card,Yes
9556,65,Female,38,92.93,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9557,63,Female,6,33.67,One Year,DSL,No,Bank Transfer,No
9558,49,Female,22,45.69,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9559,44,Female,11,83.84,One Year,Fiber Optic,No,Electronic Check,No
9560,45,Female,29,10.01,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9561,35,Female,8,94.29,Month-to-Month,DSL,No,Credit Card,Yes
9562,56,Male,35,108.9,One Year,DSL,Yes,Bank Transfer,No
9563,66,Male,45,15.68,Month-to-Month,Fiber Optic,No,Credit Card,Yes
9564,46,Female,33,75.08,Month-to-Month,DSL,Yes,Mailed Check,No
9565,35,Female,5,54.93,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9566,61,Female,62,18.63,One Year,DSL,No,Electronic Check,No
9567,25,Male,37,85.05,One Year,Fiber Optic,No,Mailed Check,No
9568,71,Female,17,77.36,Month-to-Month,DSL,Yes,Credit Card,No
9569,48,Male,22,80.69,One Year,DSL,No,Bank Transfer,No
9570,51,Male,32,99.48,One Year,Fiber Optic,No,Mailed Check,No
9571,24,Female,14,41.56,One Year,DSL,Yes,Electronic Check,No
9572,53,Male,20,84.48,One Year,No,No,Mailed Check,No
9573,35,Female,22,91.76,Month-to-Month,DSL,No,Credit Card,Yes
9574,55,Female,30,28.57,Two Year,Fiber Optic,Yes,Bank Transfer,Yes
9575,26,Female,54,115.28,Two Year,DSL,Yes,Electronic Check,No
9576,26,Male,33,47.4,One Year,DSL,No,Credit Card,No
9577,63,Female,5,88.51,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9578,25,Male,18,92.94,Month-to-Month,Fiber Optic,No,Credit Card,Yes
9579,68,Female,63,65.44,One Year,Fiber Optic,No,Electronic Check,Yes
9580,52,Female,46,24.16,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
9581,35,Female,7,40.32,Month-to-Month,DSL,No,Electronic Check,No
9582,22,Female,29,35.77,Two Year,DSL,No,Bank Transfer,No
9583,31,Female,57,67.05,Month-to-Month,No,No,Bank Transfer,No
9584,45,Male,47,38.74,Month-to-Month,DSL,No,Credit Card,Yes
9585,47,Female,9,70.14,Two Year,Fiber Optic,Yes,Mailed Check,No
9586,21,Female,59,41.7,One Year,DSL,No,Bank Transfer,No
9587,56,Female,71,10.11,Month-to-Month,No,No,Credit Card,No
9588,37,Male,71,49.96,Month-to-Month,DSL,Yes,Mailed Check,No
9589,42,Female,43,76.75,One Year,DSL,No,Bank Transfer,Yes
9590,45,Female,59,95.11,One Year,Fiber Optic,No,Bank Transfer,Yes
9591,29,Female,6,13.12,One Year,Fiber Optic,No,Mailed Check,Yes
9592,19,Female,53,38.41,Month-to-Month,DSL,No,Mailed Check,Yes
9593,60,Male,64,118.4,One Year,Fiber Optic,Yes,Bank Transfer,Yes
9594,31,Female,4,38.8,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9595,39,Male,1,95.49,Two Year,Fiber Optic,No,Electronic Check,Yes
9596,48,Male,70,66.03,One Year,Fiber Optic,Yes,Credit Card,No
9597,40,Male,31,23.44,Month-to-Month,DSL,No,Credit Card,Yes
9598,65,Male,65,80.77,Month-to-Month,DSL,No,Credit Card,No
9599,37,Female,69,116.3,One Year,Fiber Optic,No,Bank Transfer,Yes
9600,55,Female,19,107.55,One Year,Fiber Optic,No,Bank Transfer,Yes
9601,72,Male,69,85.93,Month-to-Month,DSL,No,Electronic Check,Yes
9602,21,Male,69,66.34,Month-to-Month,DSL,No,Electronic Check,Yes
9603,32,Male,49,45.13,Month-to-Month,No,No,Electronic Check,Yes
9604,41,Female,31,49.27,Month-to-Month,DSL,No,Bank Transfer,No
9605,42,Male,60,48.08,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
9606,18,Male,71,111.43,Two Year,DSL,No,Mailed Check,No
9607,24,Male,55,33.24,One Year,Fiber Optic,No,Electronic Check,Yes
9608,74,Male,38,51.58,Two Year,Fiber Optic,Yes,Electronic Check,Yes
9609,48,Male,33,57.52,Two Year,DSL,No,Credit Card,No
9610,29,Female,6,54.98,One Year,Fiber Optic,Yes,Mailed Check,No
9611,59,Male,13,10.46,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9612,22,Female,20,39.81,Two Year,Fiber Optic,Yes,Electronic Check,Yes
9613,61,Female,37,64.84,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9614,67,Female,45,93.65,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
9615,59,Female,59,72.64,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
9616,55,Female,52,52.33,Month-to-Month,No,No,Credit Card,No
9617,29,Male,18,83.17,Month-to-Month,DSL,No,Mailed Check,No
9618,56,Female,25,83.25,Month-to-Month,DSL,Yes,Bank Transfer,Yes
9619,35,Female,1,37.27,Month-to-Month,No,No,Bank Transfer,Yes
9620,19,Male,41,21.42,Month-to-Month,DSL,No,Bank Transfer,Yes
9621,27,Female,18,98.35,One Year,Fiber Optic,No,Electronic Check,Yes
9622,32,Male,1,68.28,Month-to-Month,No,No,Electronic Check,Yes
9623,47,Male,39,29.42,Month-to-Month,DSL,No,Credit Card,Yes
9624,61,Male,31,38.83,Month-to-Month,Fiber Optic,No,Credit Card,Yes
9625,34,Male,71,94.31,Month-to-Month,DSL,Yes,Bank Transfer,Yes
9626,21,Male,38,81.86,One Year,DSL,No,Electronic Check,No
9627,24,Female,8,113.97,One Year,Fiber Optic,Yes,Credit Card,Yes
9628,58,Male,34,61.14,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9629,48,Male,27,15.74,Month-to-Month,DSL,No,Bank Transfer,Yes
9630,68,Female,41,87.05,Month-to-Month,Fiber Optic,Yes,Credit Card,No
9631,72,Female,7,38.04,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9632,56,Female,32,45.62,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
9633,72,Female,16,31.63,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
9634,51,Male,2,43.98,Month-to-Month,No,Yes,Electronic Check,Yes
9635,23,Female,43,101.24,Two Year,Fiber Optic,No,Bank Transfer,No
9636,67,Male,31,73.44,Two Year,DSL,No,Credit Card,No
9637,55,Female,47,22.01,One Year,DSL,No,Electronic Check,No
9638,62,Female,33,74.53,One Year,DSL,No,Mailed Check,No
9639,68,Female,17,79.69,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
9640,51,Female,54,107.33,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
9641,61,Female,54,104.56,Month-to-Month,DSL,No,Bank Transfer,Yes
9642,32,Male,51,16.92,One Year,DSL,Yes,Bank Transfer,No
9643,31,Male,52,105.34,Two Year,DSL,No,Electronic Check,No
9644,23,Male,7,15.6,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9645,67,Female,54,26.95,Month-to-Month,No,No,Bank Transfer,Yes
9646,54,Male,11,22.27,One Year,Fiber Optic,No,Electronic Check,Yes
9647,67,Female,62,29.99,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
9648,49,Female,30,98.36,One Year,DSL,No,Bank Transfer,No
9649,20,Male,57,85.47,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
9650,20,Male,46,85.57,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
9651,39,Female,70,111.43,One Year,DSL,No,Bank Transfer,No
9652,39,Female,66,53.1,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
9653,27,Male,55,10.36,Month-to-Month,DSL,No,Credit Card,Yes
9654,68,Female,58,80.37,Two Year,Fiber Optic,Yes,Credit Card,No
9655,20,Male,10,105.49,Month-to-Month,DSL,No,Bank Transfer,No
9656,29,Male,4,117.39,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9657,46,Female,62,50.03,Month-to-Month,Fiber Optic,Yes,Credit Card,No
9658,65,Female,43,100.44,Month-to-Month,DSL,No,Credit Card,Yes
9659,34,Female,42,103.42,Month-to-Month,DSL,No,Credit Card,Yes
9660,24,Female,24,25.89,Month-to-Month,DSL,Yes,Electronic Check,No
9661,30,Male,5,79.46,Month-to-Month,No,Yes,Credit Card,No
9662,73,Female,68,29.05,Month-to-Month,DSL,Yes,Electronic Check,No
9663,19,Male,45,59.13,One Year,No,No,Credit Card,No
9664,21,Male,59,106.72,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9665,27,Female,65,96.84,One Year,DSL,No,Electronic Check,No
9666,56,Male,63,72.74,Month-to-Month,DSL,Yes,Electronic Check,Yes
9667,41,Female,67,98.96,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9668,34,Female,49,26.81,Month-to-Month,No,No,Credit Card,No
9669,69,Male,32,31.44,One Year,Fiber Optic,No,Electronic Check,No
9670,23,Male,50,32.98,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
9671,36,Male,58,95.36,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
9672,22,Female,52,108.01,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
9673,49,Female,23,71.91,One Year,No,Yes,Electronic Check,No
9674,27,Male,30,115.38,Two Year,No,No,Electronic Check,No
9675,26,Female,70,90.08,Month-to-Month,DSL,No,Mailed Check,Yes
9676,44,Female,71,72.01,Month-to-Month,No,No,Credit Card,No
9677,30,Male,30,77.27,Month-to-Month,No,No,Credit Card,Yes
9678,36,Female,37,103.45,Two Year,Fiber Optic,No,Bank Transfer,No
9679,38,Male,48,19.92,One Year,Fiber Optic,No,Bank Transfer,No
9680,41,Male,32,28.48,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
9681,55,Male,70,39.29,Month-to-Month,No,Yes,Electronic Check,No
9682,21,Female,35,108.43,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
9683,41,Male,68,113.94,One Year,Fiber Optic,No,Mailed Check,No
9684,52,Male,32,49.18,Month-to-Month,DSL,Yes,Mailed Check,Yes
9685,20,Male,59,111.62,One Year,DSL,No,Mailed Check,No
9686,21,Male,35,70.15,Month-to-Month,No,Yes,Credit Card,No
9687,74,Female,16,62.06,Month-to-Month,DSL,No,Credit Card,Yes
9688,54,Male,52,101.6,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9689,57,Female,66,70.07,Two Year,Fiber Optic,No,Credit Card,No
9690,65,Male,6,59.99,Month-to-Month,DSL,No,Electronic Check,No
9691,71,Female,14,11.76,One Year,DSL,Yes,Bank Transfer,No
9692,52,Female,29,11.42,Month-to-Month,DSL,No,Mailed Check,Yes
9693,48,Female,26,79.04,Month-to-Month,No,No,Electronic Check,Yes
9694,73,Female,18,18.08,Two Year,DSL,No,Credit Card,No
9695,61,Male,4,91.06,One Year,Fiber Optic,No,Bank Transfer,No
9696,42,Male,57,78.46,One Year,Fiber Optic,Yes,Credit Card,No
9697,57,Female,53,60.35,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9698,30,Female,25,88.08,Month-to-Month,DSL,No,Bank Transfer,No
9699,21,Female,47,119.24,Month-to-Month,DSL,No,Electronic Check,Yes
9700,63,Male,52,37.1,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9701,31,Female,34,71.28,One Year,Fiber Optic,No,Bank Transfer,Yes
9702,30,Female,16,102.71,Month-to-Month,DSL,No,Electronic Check,No
9703,44,Male,36,11.86,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9704,23,Male,28,32.39,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
9705,34,Male,65,67.31,Two Year,DSL,No,Mailed Check,No
9706,53,Male,53,70.75,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
9707,57,Male,42,19.5,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9708,66,Male,19,54.82,One Year,Fiber Optic,No,Mailed Check,No
9709,52,Female,44,67.18,Month-to-Month,DSL,No,Mailed Check,No
9710,34,Female,30,56.53,Month-to-Month,Fiber Optic,Yes,Credit Card,No
9711,58,Male,44,87.07,Month-to-Month,DSL,No,Credit Card,Yes
9712,19,Female,27,94.85,One Year,DSL,Yes,Bank Transfer,No
9713,74,Male,34,60.63,One Year,DSL,No,Credit Card,No
9714,30,Female,24,56.82,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9715,69,Male,56,87.59,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
9716,19,Male,7,71.08,Month-to-Month,DSL,No,Electronic Check,No
9717,69,Female,68,105.75,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
9718,45,Female,51,62.93,Month-to-Month,DSL,No,Mailed Check,Yes
9719,60,Male,8,73.18,Month-to-Month,No,Yes,Electronic Check,Yes
9720,43,Male,56,24.17,One Year,Fiber Optic,No,Mailed Check,Yes
9721,39,Male,58,101.96,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9722,64,Male,69,56.45,Month-to-Month,DSL,No,Bank Transfer,No
9723,60,Male,8,89.1,One Year,No,Yes,Electronic Check,No
9724,72,Male,66,57.24,One Year,No,No,Credit Card,No
9725,20,Female,24,10.11,Month-to-Month,Fiber Optic,No,Electronic Check,No
9726,52,Female,42,54.05,Two Year,DSL,No,Mailed Check,Yes
9727,29,Female,54,26.23,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
9728,41,Female,16,53.85,Month-to-Month,DSL,Yes,Bank Transfer,No
9729,22,Female,4,45.35,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9730,37,Male,59,32.28,One Year,No,Yes,Credit Card,No
9731,56,Male,46,23.61,One Year,Fiber Optic,No,Bank Transfer,No
9732,56,Female,13,90.14,One Year,DSL,Yes,Mailed Check,No
9733,30,Male,37,93.03,Month-to-Month,DSL,Yes,Mailed Check,Yes
9734,58,Female,54,39.15,One Year,No,Yes,Credit Card,No
9735,74,Female,49,64.47,Month-to-Month,DSL,Yes,Mailed Check,Yes
9736,70,Male,58,61.05,Two Year,Fiber Optic,No,Bank Transfer,Yes
9737,62,Male,19,49.08,Month-to-Month,DSL,Yes,Mailed Check,No
9738,29,Female,18,40.54,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
9739,30,Female,60,30.46,Two Year,Fiber Optic,Yes,Electronic Check,No
9740,73,Female,17,106.02,Month-to-Month,DSL,Yes,Mailed Check,No
9741,27,Female,11,101.66,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
9742,50,Male,15,55.89,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9743,74,Female,17,89.33,One Year,Fiber Optic,Yes,Bank Transfer,No
9744,57,Male,5,64.82,Month-to-Month,DSL,No,Bank Transfer,Yes
9745,71,Female,61,19.39,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
9746,33,Female,4,100.46,Month-to-Month,No,No,Mailed Check,Yes
9747,62,Male,56,34.12,Month-to-Month,DSL,No,Mailed Check,Yes
9748,52,Male,48,87.75,Two Year,DSL,Yes,Mailed Check,Yes
9749,20,Male,48,68.01,Two Year,DSL,Yes,Bank Transfer,No
9750,73,Male,35,85.96,Two Year,DSL,Yes,Electronic Check,No
9751,22,Male,33,61.83,Month-to-Month,DSL,Yes,Electronic Check,No
9752,43,Female,21,87.28,One Year,Fiber Optic,Yes,Bank Transfer,No
9753,28,Female,5,13.61,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9754,24,Female,64,14.49,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9755,70,Male,69,108.6,One Year,Fiber Optic,Yes,Credit Card,No
9756,73,Male,21,92.47,One Year,No,No,Credit Card,No
9757,27,Male,32,101.13,Month-to-Month,Fiber Optic,No,Credit Card,Yes
9758,59,Female,18,60.22,Two Year,Fiber Optic,No,Credit Card,No
9759,69,Male,58,60.56,One Year,Fiber Optic,Yes,Bank Transfer,No
9760,51,Female,24,68.74,One Year,Fiber Optic,No,Credit Card,No
9761,20,Female,5,36.8,Two Year,Fiber Optic,No,Mailed Check,Yes
9762,25,Female,53,90.69,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9763,48,Male,55,101.24,One Year,DSL,No,Credit Card,No
9764,28,Female,5,109.79,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
9765,62,Female,69,66.87,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
9766,24,Female,41,55.6,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9767,62,Male,7,101.4,One Year,No,Yes,Credit Card,No
9768,19,Female,1,92.79,Two Year,Fiber Optic,Yes,Electronic Check,Yes
9769,23,Male,52,105.4,Two Year,Fiber Optic,No,Electronic Check,Yes
9770,58,Male,26,82.13,Month-to-Month,DSL,No,Electronic Check,Yes
9771,49,Female,63,107.16,Month-to-Month,DSL,No,Mailed Check,Yes
9772,37,Female,12,19.79,One Year,Fiber Optic,Yes,Bank Transfer,Yes
9773,74,Male,70,84.75,Two Year,DSL,No,Mailed Check,Yes
9774,51,Female,19,19.77,One Year,DSL,No,Electronic Check,No
9775,67,Male,4,92.38,Month-to-Month,DSL,No,Bank Transfer,No
9776,33,Male,5,79.13,One Year,Fiber Optic,Yes,Bank Transfer,Yes
9777,42,Male,54,11.76,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
9778,29,Female,70,75.92,One Year,DSL,Yes,Electronic Check,No
9779,24,Male,57,26.09,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9780,56,Male,52,25.67,Month-to-Month,DSL,No,Credit Card,No
9781,34,Female,18,26.55,One Year,DSL,Yes,Electronic Check,No
9782,62,Female,64,63.22,Month-to-Month,Fiber Optic,No,Mailed Check,No
9783,28,Male,10,22.71,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
9784,23,Male,23,23.82,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
9785,40,Male,68,38.18,Month-to-Month,No,No,Credit Card,No
9786,44,Female,52,10.09,Month-to-Month,DSL,Yes,Mailed Check,No
9787,63,Male,47,40.34,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9788,23,Male,70,78.02,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
9789,55,Female,26,76.17,Month-to-Month,Fiber Optic,No,Credit Card,Yes
9790,19,Female,70,116.65,Month-to-Month,DSL,No,Electronic Check,Yes
9791,39,Male,43,23.16,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
9792,37,Female,69,105.21,Month-to-Month,DSL,Yes,Electronic Check,Yes
9793,42,Male,63,53.03,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
9794,32,Male,66,52.57,One Year,Fiber Optic,No,Mailed Check,Yes
9795,66,Female,63,48.37,One Year,Fiber Optic,No,Credit Card,Yes
9796,46,Male,13,23.72,One Year,Fiber Optic,No,Electronic Check,Yes
9797,25,Male,51,62.64,Month-to-Month,DSL,No,Mailed Check,No
9798,54,Female,5,96.61,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
9799,66,Male,47,106.3,Month-to-Month,Fiber Optic,No,Credit Card,Yes
9800,69,Female,36,115.91,One Year,Fiber Optic,No,Credit Card,Yes
9801,50,Male,36,96.38,Month-to-Month,Fiber Optic,No,Credit Card,Yes
9802,39,Female,50,78.54,One Year,DSL,No,Credit Card,No
9803,67,Female,56,64.73,One Year,Fiber Optic,No,Credit Card,Yes
9804,64,Female,19,106.24,Two Year,Fiber Optic,No,Credit Card,No
9805,22,Female,20,91.35,Two Year,Fiber Optic,No,Electronic Check,Yes
9806,56,Female,22,27.74,One Year,DSL,No,Bank Transfer,No
9807,35,Female,31,85.08,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9808,55,Male,62,57.41,Two Year,Fiber Optic,Yes,Bank Transfer,No
9809,71,Male,44,75.54,One Year,DSL,No,Credit Card,No
9810,70,Female,68,108.82,One Year,Fiber Optic,No,Electronic Check,Yes
9811,54,Male,67,81.78,Month-to-Month,DSL,No,Mailed Check,No
9812,47,Female,49,113.26,Month-to-Month,DSL,No,Electronic Check,Yes
9813,68,Female,59,105.3,One Year,Fiber Optic,No,Credit Card,Yes
9814,48,Male,4,24.18,Month-to-Month,DSL,No,Bank Transfer,No
9815,27,Female,39,11.28,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
9816,32,Male,7,52.29,Month-to-Month,Fiber Optic,No,Credit Card,Yes
9817,59,Female,71,105.19,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
9818,65,Female,49,35.31,Month-to-Month,DSL,Yes,Electronic Check,Yes
9819,61,Male,15,86.05,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
9820,35,Female,7,62.36,Month-to-Month,Fiber Optic,No,Credit Card,Yes
9821,40,Female,47,92.07,Month-to-Month,No,No,Credit Card,Yes
9822,50,Female,68,28.15,Month-to-Month,Fiber Optic,Yes,Credit Card,No
9823,33,Male,45,36.3,Two Year,Fiber Optic,No,Mailed Check,Yes
9824,71,Male,19,36.68,Month-to-Month,No,No,Credit Card,No
9825,55,Male,47,70.33,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
9826,52,Male,53,41.86,Month-to-Month,DSL,No,Electronic Check,No
9827,51,Male,27,99.29,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
9828,45,Female,5,48.15,Month-to-Month,Fiber Optic,No,Credit Card,Yes
9829,19,Male,60,82.69,Two Year,Fiber Optic,No,Credit Card,No
9830,47,Male,62,114.34,Month-to-Month,No,Yes,Credit Card,Yes
9831,30,Female,59,76.76,Month-to-Month,DSL,Yes,Bank Transfer,No
9832,58,Female,61,36.64,One Year,DSL,Yes,Credit Card,No
9833,33,Male,56,101.35,One Year,Fiber Optic,No,Mailed Check,Yes
9834,22,Female,47,11.38,One Year,Fiber Optic,No,Electronic Check,Yes
9835,72,Female,48,38.22,Month-to-Month,Fiber Optic,Yes,Credit Card,No
9836,45,Female,10,52.62,Month-to-Month,DSL,Yes,Bank Transfer,No
9837,70,Male,32,31.56,Two Year,Fiber Optic,No,Credit Card,No
9838,56,Female,65,76.44,One Year,No,No,Mailed Check,No
9839,62,Female,24,71.38,Month-to-Month,DSL,Yes,Bank Transfer,No
9840,37,Male,29,54.71,Month-to-Month,DSL,No,Electronic Check,Yes
9841,41,Female,7,42.38,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9842,44,Female,17,57.73,Month-to-Month,DSL,Yes,Mailed Check,No
9843,47,Male,25,42.03,Month-to-Month,DSL,Yes,Mailed Check,No
9844,62,Male,36,34.34,Month-to-Month,DSL,No,Credit Card,Yes
9845,44,Male,61,48.64,Month-to-Month,DSL,Yes,Mailed Check,No
9846,43,Female,71,76.26,Month-to-Month,DSL,No,Mailed Check,No
9847,24,Male,35,81.32,Month-to-Month,DSL,Yes,Electronic Check,No
9848,59,Male,50,42.71,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9849,64,Female,56,114.21,Two Year,Fiber Optic,Yes,Bank Transfer,Yes
9850,70,Female,65,38.82,One Year,Fiber Optic,No,Bank Transfer,No
9851,55,Female,41,88.33,Month-to-Month,DSL,No,Mailed Check,Yes
9852,22,Female,25,18.96,Month-to-Month,DSL,Yes,Electronic Check,No
9853,40,Female,34,83.13,Month-to-Month,DSL,No,Bank Transfer,Yes
9854,45,Male,8,60.59,One Year,DSL,No,Electronic Check,No
9855,51,Male,56,72.6,Month-to-Month,Fiber Optic,Yes,Credit Card,No
9856,70,Male,30,30.25,Two Year,DSL,No,Mailed Check,No
9857,32,Female,68,57.69,One Year,DSL,No,Mailed Check,No
9858,49,Male,21,94.29,Two Year,Fiber Optic,Yes,Mailed Check,No
9859,43,Female,10,94.38,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
9860,65,Female,33,36.13,One Year,DSL,Yes,Mailed Check,No
9861,48,Male,4,48.79,Month-to-Month,Fiber Optic,No,Credit Card,Yes
9862,36,Male,23,10.42,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
9863,26,Female,69,19.9,One Year,DSL,No,Bank Transfer,No
9864,46,Female,53,23.94,Month-to-Month,DSL,Yes,Credit Card,Yes
9865,71,Male,5,42.3,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
9866,68,Male,18,93.49,Month-to-Month,DSL,No,Mailed Check,Yes
9867,56,Female,17,66.13,Month-to-Month,Fiber Optic,No,Mailed Check,No
9868,21,Female,58,97.19,One Year,Fiber Optic,No,Credit Card,Yes
9869,20,Female,67,93.04,One Year,DSL,No,Electronic Check,No
9870,73,Female,56,74.59,One Year,DSL,No,Bank Transfer,No
9871,46,Male,40,64.98,Two Year,Fiber Optic,No,Bank Transfer,No
9872,69,Male,2,112.45,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
9873,28,Female,21,72.62,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
9874,50,Female,52,63.11,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9875,55,Male,24,105.6,Month-to-Month,DSL,No,Mailed Check,Yes
9876,28,Female,53,17.86,One Year,Fiber Optic,No,Electronic Check,Yes
9877,44,Female,38,82.16,Month-to-Month,DSL,No,Electronic Check,Yes
9878,50,Female,20,22.43,Month-to-Month,DSL,No,Electronic Check,No
9879,38,Female,50,100.18,Two Year,Fiber Optic,No,Credit Card,Yes
9880,56,Female,39,97.19,One Year,Fiber Optic,Yes,Bank Transfer,No
9881,48,Female,60,65.4,Month-to-Month,Fiber Optic,No,Credit Card,Yes
9882,55,Male,39,82.71,Month-to-Month,DSL,No,Credit Card,Yes
9883,63,Female,71,94.99,Two Year,Fiber Optic,No,Credit Card,Yes
9884,19,Male,33,63.16,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
9885,44,Male,29,109.66,Two Year,Fiber Optic,No,Mailed Check,Yes
9886,53,Male,10,58.07,Month-to-Month,No,No,Mailed Check,Yes
9887,28,Female,67,108.12,Month-to-Month,DSL,Yes,Credit Card,Yes
9888,64,Female,3,74.1,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9889,35,Female,31,56.89,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
9890,18,Male,27,10.45,One Year,DSL,Yes,Electronic Check,No
9891,52,Male,70,42.51,One Year,Fiber Optic,No,Bank Transfer,No
9892,52,Female,27,105.47,Two Year,Fiber Optic,No,Bank Transfer,No
9893,48,Female,9,57.16,One Year,Fiber Optic,No,Credit Card,Yes
9894,45,Male,6,56.36,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
9895,56,Male,6,63.84,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9896,18,Male,26,41.49,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
9897,42,Female,43,64.07,Two Year,DSL,No,Bank Transfer,No
9898,60,Male,19,51.33,Month-to-Month,DSL,No,Bank Transfer,No
