Age,Gender,Tenure_Months,Monthly_Charges,Contract_Type,Internet_Service,Tech_Support,Payment_Method,Churn
39,Female,62,109.91,Two Year,Fiber Optic,No,Mailed Check,Yes
39,Female,38,66.69,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
21,Female,45,118.21,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
53,Female,32,104.47,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
63,Female,61,56.85,Month-to-Month,DSL,Yes,Electronic Check,Yes
72,Female,54,36.22,One Year,DSL,No,Bank Transfer,No
22,Female,40,42.03,Two Year,Fiber Optic,No,Electronic Check,No
22,Female,6,110.7,Month-to-Month,DSL,Yes,Credit Card,No
64,Male,59,41.55,Month-to-Month,Fiber Optic,No,Mailed Check,No
30,Male,1,87.33,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
18,Male,35,24.13,Two Year,Fiber Optic,No,Credit Card,No
63,Male,68,106.84,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
59,Male,9,102.96,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
30,Female,16,65.25,Month-to-Month,DSL,No,Electronic Check,No
51,Female,10,36.13,Month-to-Month,DSL,No,Credit Card,Yes
39,Male,24,68.69,Month-to-Month,DSL,No,Mailed Check,Yes
35,Female,25,11.14,Two Year,DSL,No,Credit Card,Yes
50,Male,41,100.48,Two Year,Fiber Optic,No,Mailed Check,No
46,Female,21,17.58,One Year,DSL,Yes,Mailed Check,No
45,Female,43,27.75,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
63,Male,1,32.18,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
61,Male,49,14.56,Month-to-Month,DSL,No,Mailed Check,Yes
18,Female,28,76.78,One Year,No,No,Electronic Check,No
62,Female,6,40.57,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
42,Female,67,112.73,Two Year,Fiber Optic,No,Credit Card,No
53,Female,12,62.38,Two Year,Fiber Optic,Yes,Mailed Check,No
67,Female,59,43.37,Month-to-Month,No,No,Bank Transfer,Yes
21,Female,41,65.12,Month-to-Month,DSL,No,Mailed Check,No
32,Male,71,77.08,Month-to-Month,Fiber Optic,No,Credit Card,No
60,Male,15,62.51,One Year,Fiber Optic,No,Mailed Check,No
72,Male,13,40.8,Month-to-Month,DSL,No,Electronic Check,Yes
69,Female,31,30.88,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
26,Male,25,74.94,Month-to-Month,DSL,No,Credit Card,Yes
32,Male,4,61.75,Month-to-Month,DSL,Yes,Electronic Check,No
68,Male,14,32.88,Month-to-Month,DSL,No,Mailed Check,Yes
46,Female,26,34.49,One Year,DSL,No,Mailed Check,No
37,Male,15,51.64,Two Year,Fiber Optic,Yes,Electronic Check,Yes
49,Female,52,23.58,Month-to-Month,No,No,Credit Card,Yes
54,Male,39,22.21,Month-to-Month,DSL,Yes,Credit Card,No
34,Male,21,38.88,Month-to-Month,DSL,Yes,Bank Transfer,No
57,Male,38,49.28,Month-to-Month,DSL,No,Credit Card,Yes
19,Female,55,89.59,Two Year,DSL,Yes,Electronic Check,No
34,Female,29,50.22,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
70,Female,24,96.44,One Year,DSL,No,Credit Card,Yes
34,Female,2,118.36,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
30,Male,31,94.86,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
60,Male,33,17.44,One Year,No,Yes,Credit Card,No
67,Female,13,82.64,Month-to-Month,No,No,Bank Transfer,Yes
57,Male,10,94.54,Month-to-Month,Fiber Optic,No,Credit Card,Yes
54,Male,5,55.14,Two Year,Fiber Optic,Yes,Electronic Check,No
72,Female,69,71.43,One Year,Fiber Optic,Yes,Credit Card,No
58,Female,59,12.97,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
68,Female,36,82.35,Two Year,Fiber Optic,No,Electronic Check,No
34,Female,16,51.11,Two Year,DSL,No,Mailed Check,No
34,Female,56,92.34,Month-to-Month,Fiber Optic,No,Credit Card,Yes
40,Female,30,102.58,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
61,Female,4,109.41,Month-to-Month,DSL,Yes,Credit Card,Yes
19,Female,40,32.73,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
49,Male,4,38.67,Month-to-Month,DSL,No,Bank Transfer,No
36,Male,32,93.57,Two Year,Fiber Optic,No,Mailed Check,Yes
60,Female,53,105.94,Month-to-Month,DSL,Yes,Credit Card,No
59,Female,38,76.53,Month-to-Month,DSL,No,Electronic Check,No
61,Male,29,73.06,One Year,DSL,Yes,Mailed Check,No
61,Male,20,19.6,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
45,Female,29,112.18,One Year,DSL,No,Mailed Check,No
30,Male,49,116.06,One Year,DSL,No,Electronic Check,No
45,Female,60,35.88,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
50,Male,22,47.11,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
21,Male,49,104.73,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
58,Male,33,51.82,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
67,Female,19,101.99,One Year,Fiber Optic,Yes,Electronic Check,Yes
73,Male,23,44.81,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
69,Female,33,107.15,Month-to-Month,DSL,Yes,Credit Card,No
44,Female,46,113.45,One Year,No,No,Bank Transfer,No
44,Male,51,63.62,One Year,Fiber Optic,Yes,Credit Card,Yes
38,Female,8,71.75,Month-to-Month,DSL,No,Bank Transfer,No
48,Female,54,98.59,One Year,Fiber Optic,No,Mailed Check,Yes
70,Male,44,44.76,Month-to-Month,Fiber Optic,No,Electronic Check,No
26,Female,51,75.9,Two Year,DSL,No,Bank Transfer,No
31,Male,21,51.05,Month-to-Month,Fiber Optic,No,Credit Card,Yes
57,Male,51,99.56,Month-to-Month,DSL,No,Credit Card,Yes
34,Female,64,51.72,One Year,Fiber Optic,Yes,Electronic Check,No
41,Female,50,31.11,Month-to-Month,DSL,No,Electronic Check,Yes
39,Female,48,60.34,Month-to-Month,No,No,Credit Card,Yes
53,Female,28,16.33,One Year,DSL,No,Mailed Check,No
42,Female,59,74.82,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
50,Female,63,28.55,Month-to-Month,DSL,No,Mailed Check,Yes
39,Male,36,80.84,Month-to-Month,No,Yes,Bank Transfer,Yes
60,Female,3,78.79,Two Year,DSL,No,Mailed Check,No
72,Female,52,87.07,Month-to-Month,DSL,Yes,Bank Transfer,Yes
43,Male,35,28.2,One Year,DSL,No,Bank Transfer,Yes
38,Female,42,108.16,Month-to-Month,DSL,No,Credit Card,Yes
58,Male,46,21.59,Two Year,DSL,No,Electronic Check,No
41,Female,13,66.97,Month-to-Month,No,No,Bank Transfer,Yes
57,Female,47,88.9,One Year,Fiber Optic,No,Credit Card,No
35,Male,58,16.8,Month-to-Month,Fiber Optic,No,Credit Card,Yes
50,Male,63,48.2,Month-to-Month,DSL,Yes,Electronic Check,No
47,Female,31,112.02,Two Year,Fiber Optic,Yes,Electronic Check,No
43,Male,8,92.68,One Year,DSL,No,Mailed Check,Yes
52,Male,8,98.32,Two Year,Fiber Optic,Yes,Credit Card,No
64,Male,35,96.5,Month-to-Month,DSL,No,Credit Card,Yes
43,Male,11,17.12,Month-to-Month,Fiber Optic,No,Credit Card,Yes
30,Female,51,99.07,One Year,DSL,Yes,Bank Transfer,No
42,Male,59,73.64,Two Year,DSL,No,Mailed Check,Yes
34,Male,38,20.64,Month-to-Month,DSL,No,Mailed Check,Yes
70,Female,3,109.01,Two Year,Fiber Optic,No,Credit Card,Yes
38,Female,63,76.14,One Year,Fiber Optic,Yes,Credit Card,No
62,Female,57,58.33,Two Year,Fiber Optic,No,Electronic Check,Yes
28,Male,68,115.29,One Year,DSL,No,Electronic Check,No
33,Male,2,114.89,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
48,Female,25,40.35,Month-to-Month,Fiber Optic,No,Credit Card,Yes
25,Female,68,40.21,Month-to-Month,DSL,Yes,Bank Transfer,No
59,Male,56,17.57,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
66,Female,59,70.1,Month-to-Month,No,No,Electronic Check,Yes
73,Female,61,106.87,Month-to-Month,Fiber Optic,No,Credit Card,Yes
24,Female,64,14.49,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
69,Female,43,105.46,Month-to-Month,DSL,No,Mailed Check,Yes
30,Female,18,99.43,One Year,DSL,Yes,Mailed Check,No
73,Male,54,99.27,One Year,DSL,No,Bank Transfer,No
34,Male,62,40.59,Two Year,Fiber Optic,No,Credit Card,No
59,Male,8,80.0,Two Year,No,Yes,Bank Transfer,No
64,Female,59,21.59,One Year,DSL,No,Electronic Check,No
31,Female,54,79.1,Month-to-Month,DSL,No,Electronic Check,No
33,Female,7,26.02,Month-to-Month,No,No,Credit Card,No
59,Male,62,15.33,One Year,DSL,Yes,Bank Transfer,No
57,Female,57,22.68,Month-to-Month,Fiber Optic,No,Credit Card,Yes
39,Male,51,108.24,Two Year,DSL,No,Electronic Check,No
44,Female,56,79.33,Month-to-Month,Fiber Optic,No,Electronic Check,No
70,Female,11,44.06,One Year,Fiber Optic,Yes,Bank Transfer,No
38,Male,20,33.43,One Year,Fiber Optic,No,Electronic Check,No
31,Male,21,101.33,Month-to-Month,DSL,No,Mailed Check,Yes
64,Male,48,55.92,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
20,Female,1,43.14,One Year,DSL,No,Electronic Check,Yes
54,Female,63,115.11,Month-to-Month,DSL,Yes,Electronic Check,No
19,Male,28,19.52,Month-to-Month,DSL,Yes,Electronic Check,No
29,Male,56,24.32,One Year,Fiber Optic,Yes,Bank Transfer,No
32,Female,11,93.45,Month-to-Month,Fiber Optic,No,Credit Card,Yes
32,Male,31,12.73,Two Year,DSL,No,Bank Transfer,No
74,Female,12,96.48,One Year,Fiber Optic,No,Electronic Check,Yes
64,Male,61,42.46,One Year,No,Yes,Electronic Check,No
69,Female,44,42.29,Month-to-Month,Fiber Optic,No,Credit Card,Yes
30,Male,15,60.8,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
55,Male,20,37.92,One Year,Fiber Optic,No,Electronic Check,Yes
40,Male,71,65.63,One Year,No,No,Electronic Check,No
24,Female,46,56.1,One Year,DSL,No,Bank Transfer,No
57,Male,35,50.0,One Year,Fiber Optic,No,Mailed Check,Yes
37,Female,57,106.79,Month-to-Month,DSL,No,Mailed Check,Yes
30,Female,66,72.86,Month-to-Month,DSL,No,Mailed Check,No
21,Male,56,118.12,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
71,Female,32,45.64,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
67,Female,59,77.47,Month-to-Month,DSL,No,Electronic Check,Yes
19,Male,68,115.1,One Year,No,No,Credit Card,Yes
73,Female,10,26.16,Month-to-Month,DSL,Yes,Bank Transfer,No
46,Female,29,27.12,Two Year,Fiber Optic,No,Bank Transfer,Yes
31,Male,13,96.49,Month-to-Month,DSL,Yes,Electronic Check,Yes
52,Female,36,61.91,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
52,Female,48,88.14,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
19,Male,43,36.36,Month-to-Month,Fiber Optic,Yes,Credit Card,No
33,Male,31,64.5,One Year,DSL,Yes,Mailed Check,No
61,Female,53,32.13,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
29,Male,36,96.01,Month-to-Month,DSL,No,Electronic Check,Yes
25,Male,44,80.9,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
62,Female,53,59.49,Month-to-Month,Fiber Optic,No,Mailed Check,No
74,Male,30,30.55,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
30,Male,15,22.25,Two Year,Fiber Optic,Yes,Electronic Check,Yes
32,Male,68,29.61,Month-to-Month,DSL,Yes,Electronic Check,No
72,Female,19,22.02,Month-to-Month,DSL,No,Bank Transfer,Yes
72,Female,7,33.44,One Year,Fiber Optic,No,Bank Transfer,No
24,Female,6,44.89,Two Year,DSL,Yes,Electronic Check,No
45,Male,16,86.02,One Year,DSL,No,Credit Card,Yes
51,Male,5,68.27,One Year,Fiber Optic,No,Credit Card,Yes
74,Male,59,78.77,One Year,Fiber Optic,No,Credit Card,No
40,Female,20,31.27,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
61,Female,47,45.96,Month-to-Month,DSL,No,Credit Card,Yes
48,Female,18,39.33,Two Year,Fiber Optic,No,Mailed Check,Yes
34,Female,39,63.96,Month-to-Month,No,No,Mailed Check,Yes
59,Male,27,45.39,Month-to-Month,DSL,Yes,Electronic Check,Yes
54,Male,63,107.1,Month-to-Month,Fiber Optic,No,Credit Card,Yes
42,Male,62,13.39,One Year,No,No,Electronic Check,Yes
34,Male,27,74.77,Month-to-Month,DSL,No,Credit Card,No
40,Female,1,26.76,One Year,DSL,No,Mailed Check,Yes
30,Female,65,26.65,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
28,Male,45,107.52,Month-to-Month,Fiber Optic,No,Credit Card,Yes
73,Female,16,55.19,Month-to-Month,DSL,No,Electronic Check,No
24,Female,63,100.85,Month-to-Month,DSL,No,Electronic Check,Yes
55,Male,24,98.42,Month-to-Month,No,No,Mailed Check,Yes
69,Female,58,23.9,Two Year,Fiber Optic,No,Electronic Check,Yes
27,Male,14,18.91,Two Year,DSL,No,Electronic Check,No
26,Female,4,112.92,One Year,No,Yes,Bank Transfer,No
67,Female,37,117.09,Month-to-Month,DSL,No,Mailed Check,Yes
53,Male,57,110.02,One Year,DSL,No,Electronic Check,No
57,Male,11,111.5,One Year,Fiber Optic,No,Mailed Check,No
44,Female,50,56.94,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
35,Male,56,84.94,Month-to-Month,DSL,No,Bank Transfer,Yes
26,Male,27,60.32,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
68,Male,46,18.54,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
28,Male,9,64.55,Month-to-Month,Fiber Optic,No,Electronic Check,No
51,Female,5,13.37,Two Year,Fiber Optic,No,Credit Card,Yes
53,Female,56,25.98,One Year,DSL,Yes,Credit Card,No
56,Female,15,74.67,One Year,Fiber Optic,Yes,Mailed Check,No
51,Male,28,17.73,Month-to-Month,No,No,Credit Card,Yes
60,Male,40,59.68,One Year,DSL,No,Bank Transfer,No
38,Male,52,30.27,Two Year,Fiber Optic,No,Mailed Check,No
35,Male,40,50.38,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
29,Male,33,13.46,One Year,DSL,Yes,Bank Transfer,No
44,Female,69,74.09,One Year,No,No,Mailed Check,No
47,Male,13,20.39,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
55,Female,61,84.77,One Year,Fiber Optic,Yes,Electronic Check,No
53,Male,38,81.62,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
18,Female,27,31.08,One Year,DSL,No,Bank Transfer,Yes
43,Female,54,74.48,Month-to-Month,DSL,No,Mailed Check,Yes
28,Female,55,57.74,Month-to-Month,DSL,No,Bank Transfer,Yes
57,Male,36,46.39,Two Year,Fiber Optic,Yes,Mailed Check,No
53,Male,25,16.24,Month-to-Month,Fiber Optic,No,Credit Card,Yes
32,Female,49,111.67,One Year,No,No,Bank Transfer,No
63,Female,51,61.46,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
26,Male,55,93.31,One Year,DSL,No,Bank Transfer,No
31,Male,69,89.17,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
53,Female,43,91.03,Month-to-Month,DSL,Yes,Electronic Check,No
50,Female,39,52.04,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
74,Female,29,100.13,Two Year,DSL,Yes,Credit Card,No
27,Female,67,78.53,Month-to-Month,Fiber Optic,No,Credit Card,Yes
38,Female,63,18.52,Two Year,DSL,Yes,Credit Card,No
47,Male,54,91.94,One Year,Fiber Optic,No,Bank Transfer,Yes
27,Male,31,20.44,One Year,DSL,Yes,Electronic Check,No
23,Male,71,41.52,Month-to-Month,DSL,No,Electronic Check,No
69,Male,21,24.08,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
19,Male,15,84.91,Month-to-Month,Fiber Optic,No,Credit Card,Yes
24,Female,68,67.56,Two Year,DSL,Yes,Electronic Check,No
22,Male,52,22.77,Month-to-Month,DSL,No,Bank Transfer,Yes
57,Female,48,36.24,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
60,Male,42,81.69,Two Year,Fiber Optic,No,Credit Card,Yes
25,Male,26,64.7,One Year,DSL,No,Mailed Check,No
31,Male,23,55.68,One Year,DSL,No,Electronic Check,No
44,Female,28,74.73,Month-to-Month,DSL,No,Credit Card,Yes
32,Male,66,85.79,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
22,Male,36,15.44,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
71,Male,41,91.94,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
39,Male,56,118.63,Month-to-Month,DSL,Yes,Credit Card,No
23,Female,59,60.13,Month-to-Month,DSL,Yes,Bank Transfer,No
53,Male,46,109.84,Two Year,DSL,Yes,Credit Card,Yes
74,Female,21,55.47,Month-to-Month,Fiber Optic,No,Credit Card,Yes
72,Female,39,50.2,Month-to-Month,DSL,Yes,Mailed Check,Yes
41,Male,61,74.04,One Year,No,No,Mailed Check,No
19,Female,36,95.91,Month-to-Month,DSL,No,Mailed Check,No
34,Male,66,119.56,Month-to-Month,DSL,No,Bank Transfer,Yes
39,Male,35,14.32,Two Year,DSL,No,Mailed Check,No
28,Female,22,85.26,Two Year,Fiber Optic,No,Electronic Check,Yes
55,Male,29,65.49,One Year,Fiber Optic,No,Credit Card,No
49,Female,46,47.54,Two Year,No,No,Mailed Check,No
57,Male,36,72.26,Month-to-Month,DSL,No,Bank Transfer,Yes
71,Male,25,10.28,One Year,Fiber Optic,Yes,Bank Transfer,No
72,Female,11,41.62,Month-to-Month,Fiber Optic,No,Bank Transfer,No
37,Female,38,80.3,Two Year,No,No,Credit Card,No
61,Male,37,43.05,One Year,Fiber Optic,No,Bank Transfer,No
55,Male,26,106.45,One Year,Fiber Optic,No,Bank Transfer,No
26,Male,24,28.83,Month-to-Month,DSL,No,Electronic Check,Yes
69,Female,44,115.02,One Year,Fiber Optic,No,Credit Card,No
55,Female,55,56.49,Two Year,Fiber Optic,No,Bank Transfer,No
60,Female,11,118.06,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
74,Female,16,57.91,Month-to-Month,DSL,No,Mailed Check,Yes
37,Male,21,65.2,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
65,Female,58,83.33,Two Year,DSL,No,Electronic Check,Yes
72,Female,56,30.94,Two Year,Fiber Optic,Yes,Electronic Check,No
69,Female,53,76.8,One Year,DSL,No,Credit Card,Yes
18,Female,56,19.44,One Year,Fiber Optic,No,Credit Card,Yes
40,Female,55,10.89,Month-to-Month,Fiber Optic,No,Electronic Check,No
23,Male,66,26.87,Month-to-Month,DSL,No,Bank Transfer,No
31,Male,35,73.24,Month-to-Month,DSL,No,Credit Card,Yes
24,Female,34,115.05,Two Year,Fiber Optic,No,Electronic Check,Yes
31,Male,57,113.0,One Year,Fiber Optic,No,Credit Card,Yes
67,Female,40,43.25,Month-to-Month,DSL,No,Bank Transfer,Yes
47,Male,38,101.75,One Year,Fiber Optic,No,Credit Card,Yes
44,Female,47,90.69,One Year,DSL,Yes,Electronic Check,No
60,Female,31,79.52,Two Year,No,No,Credit Card,Yes
45,Male,31,37.79,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
70,Male,62,11.22,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
26,Female,48,47.75,Two Year,DSL,Yes,Electronic Check,No
43,Male,18,20.91,Month-to-Month,DSL,Yes,Bank Transfer,No
61,Female,67,60.78,Month-to-Month,No,Yes,Credit Card,Yes
52,Female,17,70.04,Month-to-Month,No,Yes,Electronic Check,Yes
44,Female,44,116.65,Month-to-Month,DSL,No,Mailed Check,Yes
34,Female,8,81.29,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
44,Male,37,66.87,One Year,No,Yes,Electronic Check,No
55,Female,2,67.54,Month-to-Month,DSL,No,Credit Card,No
61,Male,23,110.08,One Year,DSL,No,Credit Card,No
66,Male,55,84.46,Month-to-Month,DSL,No,Mailed Check,No
43,Male,8,30.87,Month-to-Month,DSL,Yes,Mailed Check,Yes
73,Female,20,57.78,Month-to-Month,DSL,No,Bank Transfer,Yes
40,Female,11,93.72,Two Year,DSL,No,Electronic Check,Yes
71,Female,53,65.63,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
37,Female,26,15.43,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
71,Male,64,38.52,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
31,Male,52,85.07,One Year,Fiber Optic,Yes,Electronic Check,No
71,Male,17,27.32,Two Year,Fiber Optic,Yes,Credit Card,No
34,Male,24,114.3,Month-to-Month,Fiber Optic,No,Credit Card,Yes
62,Female,16,46.67,Month-to-Month,Fiber Optic,No,Credit Card,Yes
43,Female,60,40.95,Month-to-Month,No,No,Credit Card,Yes
37,Male,7,73.26,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
36,Male,60,96.41,Month-to-Month,DSL,No,Bank Transfer,Yes
57,Male,18,90.53,Month-to-Month,Fiber Optic,No,Credit Card,Yes
32,Male,59,115.57,One Year,DSL,No,Credit Card,Yes
33,Male,19,107.21,Month-to-Month,DSL,No,Credit Card,Yes
74,Male,71,75.94,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
21,Female,57,75.54,Month-to-Month,Fiber Optic,No,Credit Card,No
32,Male,67,22.71,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
70,Female,56,50.39,Month-to-Month,Fiber Optic,No,Bank Transfer,No
31,Male,27,71.6,Month-to-Month,Fiber Optic,No,Credit Card,Yes
64,Female,35,65.8,One Year,DSL,Yes,Bank Transfer,No
44,Female,36,95.81,One Year,DSL,Yes,Bank Transfer,Yes
58,Male,36,107.25,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
28,Female,52,107.45,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
53,Female,32,118.9,Two Year,DSL,Yes,Bank Transfer,No
74,Female,52,110.64,Month-to-Month,DSL,Yes,Mailed Check,Yes
60,Female,35,104.34,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
31,Male,70,48.32,Month-to-Month,Fiber Optic,No,Mailed Check,No
58,Female,6,98.14,Two Year,Fiber Optic,No,Bank Transfer,No
74,Female,67,77.54,One Year,Fiber Optic,Yes,Credit Card,No
23,Female,43,118.41,Two Year,Fiber Optic,No,Bank Transfer,Yes
69,Female,66,78.64,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
36,Female,25,66.37,Month-to-Month,No,Yes,Credit Card,No
33,Female,38,57.05,One Year,DSL,Yes,Mailed Check,No
34,Male,38,44.74,One Year,No,Yes,Mailed Check,No
44,Female,23,48.54,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
21,Male,64,36.51,One Year,Fiber Optic,No,Mailed Check,Yes
61,Male,21,35.11,Month-to-Month,Fiber Optic,No,Credit Card,Yes
68,Female,36,22.85,Month-to-Month,Fiber Optic,No,Credit Card,Yes
41,Male,51,119.31,Month-to-Month,DSL,No,Bank Transfer,Yes
42,Male,30,118.67,Month-to-Month,DSL,Yes,Electronic Check,Yes
40,Male,36,57.95,Month-to-Month,Fiber Optic,No,Credit Card,Yes
22,Female,69,90.72,Month-to-Month,Fiber Optic,No,Credit Card,Yes
52,Male,54,118.11,Two Year,DSL,No,Credit Card,No
28,Male,26,48.51,One Year,DSL,No,Bank Transfer,No
55,Female,48,67.63,Month-to-Month,DSL,No,Mailed Check,Yes
54,Female,7,88.32,Month-to-Month,Fiber Optic,No,Credit Card,Yes
66,Female,29,52.05,Month-to-Month,Fiber Optic,No,Credit Card,No
43,Female,5,83.55,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
46,Male,3,91.42,Month-to-Month,Fiber Optic,No,Credit Card,Yes
35,Male,28,11.32,Month-to-Month,DSL,Yes,Electronic Check,No
56,Male,52,25.67,Month-to-Month,DSL,No,Credit Card,No
65,Female,66,78.57,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
44,Female,70,64.75,One Year,Fiber Optic,Yes,Credit Card,No
48,Female,5,72.04,Month-to-Month,No,Yes,Credit Card,No
39,Female,32,18.19,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
43,Female,47,43.81,One Year,DSL,Yes,Credit Card,No
46,Female,47,49.12,Month-to-Month,DSL,Yes,Credit Card,No
51,Female,11,67.82,One Year,Fiber Optic,No,Electronic Check,No
35,Female,7,21.17,Month-to-Month,DSL,Yes,Electronic Check,Yes
59,Female,27,113.21,One Year,DSL,No,Electronic Check,No
26,Female,47,60.9,Month-to-Month,DSL,No,Mailed Check,Yes
68,Female,55,48.19,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
33,Female,9,60.73,Month-to-Month,DSL,No,Bank Transfer,Yes
66,Male,31,72.49,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
72,Male,59,94.44,Month-to-Month,No,No,Bank Transfer,Yes
30,Male,61,22.55,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
43,Male,71,55.09,Month-to-Month,Fiber Optic,No,Credit Card,Yes
58,Male,3,97.65,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
42,Female,44,66.12,Month-to-Month,DSL,No,Mailed Check,Yes
30,Male,33,43.13,Month-to-Month,DSL,No,Mailed Check,No
66,Male,20,36.75,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
29,Male,40,116.08,One Year,DSL,No,Credit Card,No
60,Male,18,38.17,Two Year,DSL,No,Mailed Check,Yes
34,Female,8,109.72,Two Year,DSL,No,Electronic Check,No
26,Female,44,74.23,One Year,DSL,Yes,Bank Transfer,No
35,Male,34,83.63,One Year,Fiber Optic,No,Mailed Check,No
23,Male,33,90.42,One Year,DSL,Yes,Bank Transfer,No
19,Female,5,89.94,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
32,Male,49,85.71,Two Year,Fiber Optic,No,Electronic Check,Yes
24,Female,29,49.61,One Year,DSL,Yes,Credit Card,No
59,Male,28,75.48,Month-to-Month,DSL,No,Credit Card,Yes
59,Female,34,99.52,One Year,Fiber Optic,No,Mailed Check,Yes
70,Female,39,28.63,Month-to-Month,No,No,Mailed Check,No
47,Male,38,80.91,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
32,Male,52,49.24,Month-to-Month,DSL,No,Electronic Check,Yes
52,Female,3,65.99,One Year,Fiber Optic,Yes,Credit Card,No
36,Female,55,15.76,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
42,Male,66,63.63,Month-to-Month,DSL,Yes,Mailed Check,Yes
69,Male,33,83.33,Two Year,No,No,Bank Transfer,Yes
31,Female,39,42.37,One Year,Fiber Optic,Yes,Bank Transfer,No
69,Female,49,96.7,Month-to-Month,DSL,No,Mailed Check,No
39,Male,58,105.94,One Year,DSL,No,Bank Transfer,Yes
72,Female,48,98.71,Two Year,Fiber Optic,No,Bank Transfer,Yes
44,Male,10,46.04,Month-to-Month,No,Yes,Mailed Check,Yes
52,Male,47,93.87,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
66,Female,7,46.64,Month-to-Month,Fiber Optic,No,Credit Card,Yes
53,Male,7,45.78,One Year,DSL,No,Bank Transfer,No
68,Female,18,92.61,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
